,Course,Thing,Explanation,Date,Important,Index
594,CS2030S,Abstraction,"Topics
?> Concrete Class
?> Abstract Class
?> Interface",24/01/2022,,
595,CS2030S,Concrete Class,"Definition
> Class that can be instantiated

Properties
> Can inherit from only one parent
> Can implement multple /Interface s",24/01/2022,,
596,CS2030S,Abstract Class,"Definition
> Class that shouldn't be instantiated like shape, just used to group a family of classes together
> Can also define functions that every subclass must implement, using abstract function, such as getArea()
> Can also define concrete methods

Code <JV
abstract class Class {}
JV>",24/01/2022,,479.0
597,CS2040S,Search Algorithm,"Types
?> Binary_Search
?> Graph_Search",24/01/2022,,
598,CS2040S,Monotonic Function Critical Value,"Usage
> Find the min value of x such that ƒ(x) > k

Process
::Find min value
> Scale up search by powers of 2 until you reach the first one that fails
> Binary search this region",24/01/2022,,
599,CS2040S,Peak Finding,"Types
?> Peak_Finding__1D_
?> Peak_Finding__2D_",24/01/2022,,
600,CS2040S,Peak Finding (1D),"Process
::Find global maximum
> Go through entire array
::Find some local maximum
> Check the middle point, whether it is a peak
> If increasing, then recurse on right
> If decreasing, then recurse on left

Properties
> /Loop_Invariant :- there exists a peak in the range, and every peak in the range is a peak in total",24/01/2022,,
601,CS2040S,Peak Finding (2D),<<POSTPONED>>,24/01/2022,,
602,CS2040S,Sorting Algorithm,"Types
?> Bubble_Sort
?> Selection_Sort
?> Insertion_Sort
?> Merge_Sort
?> Quick_Sort
?> Bogo_Sort
?> Ingrassia_Kurtz_Sort

Topics
?> Sorting_Stability",24/01/2022,,
603,CS2040S,Bogo Sort,"Process
> Choose a random permutation of the array
> If the new array is sorted, then return it",24/01/2022,,
604,CS2040S,Ingrassia Kurtz Sort,"Definition
> The most inefficient sort possible

Process
> Generate all permutations of input
> Sort the permutations
> Return the first elementin the sorted list of permutations",24/01/2022,,
605,CS2040S,Bubble Sort,"Process
> Scroll through the array and compare two adjacent items and repeat n times

Properties
> /Loop_Invariant :- nᵗʰ largest element will be at the nᵗʰ last position
> /Sorting_Stability :- stable
> Worst Case :- [1,1,1...0]",24/01/2022,,480.0
606,CS2040S,Selection Sort,"Process
> Find the minimum element in array and bring it forward

Properties
> /Loop_Invariant :- nᵗʰ smallest element will be at the nᵗʰ position
> /Sorting_Stability :- unstable
> Worst Case :- [n,n-1...1]",24/01/2022,,481.0
607,CS2040S,Insertion Sort,"Process
> Keep a running array going
> Loop through the array and insert it into the running array

Properties
> /Loop_Invariant :- first n elements are in the first n positions after loop n
> /Sorting_Stability :- stable
> Worst Case :- [n,n-1...1]

Code
?> Java_Insertion_Sort",24/01/2022,,482.0
608,CS2040S,Sorting Stability,"Definition
> When sorting key-value pairs, a stable algorithm will maintain the ordering of values",24/01/2022,,483.0
609,CS2040S,Merge Sort,"Process
> Split array in 2 (Divide)
> Sort each sub array (Recurse)
> Merge the 2 together (Combine)

Properties
> /Loop_Invariant :- no invariant
> /Sorting_Stability :- stable
> /Space_Complexity :- O(nlogn)",26/01/2022,,484.0
610,CS2040S,Quick Sort,"Process
> Select a position in the array to pivot from
> Do /Quick_Sort_Partition using first as pivot
> Repeat quick sort on the left and right sides
> https://www.youtube.com/watch?v=7h1s2SojIRw

Properties
> /Loop_Invariant :- pivot will be in the correct position
> /Sorting_Stability :- unstable
> Year :- 1960 Hoare

Topics
?> Quick_Sort_Partition
?> Quick_Select

Types
?> Paranoid_Quick_Sort
?> Dual_Pivot_Quick_Sort

Examples
?> Sort_Queue
?> Find_Kth_Smallest_Element

Code
?> Java_Quick_Sort",26/01/2022,,485.0
611,CS2040S,Java Quick Sort,"Code <JV
quickSort(int arr[], int begin, int end) {
  if (begin < end) {
    int partitionIndex = partition(arr, begin, end);
    quickSort(arr, begin, partitionIndex-1);
    quickSort(arr, partitionIndex+1, end);
  }
}
JV>",26/01/2022,,
612,CS2040S,Quick Sort Partition,"Process
> Have i start from start and j start from the end
> Increment i until arr[i] > pivot
> Decrement j until arr[j] < pivot
> Swap arr[i] and arr[j]
> If j < i, then swap arr[j] with pivot

Properties
> /Run_Time_Complexity :- O(n)

Code
?> Java_Quick_Sort_Partition

Types
?> Three_Way_Partition",26/01/2022,,
613,CS2040S,Java Quick Sort Partition,"Code <JV
partition(int arr[], int begin, int end) {
  int pivot = arr[end];
  int i = (begin-1);

  for (int j = begin; j < end; j++) {
    if (arr[j] <= pivot) {
      i++;
      int swapTemp = arr[i];
      arr[i] = arr[j];
      arr[j] = swapTemp;
    }
  }

  int swapTemp = arr[i+1];
  arr[i+1] = arr[end];
  arr[end] = swapTemp;
  return i+1;
}
JV>",26/01/2022,,
614,CS2040S,Quick Select,"Process
::Find the kth smallest element
> Choose a pivot and partition
> If pivot is at kth spot, return
> Else, recurse either on the left or right side, until pivot is the right position",26/01/2022,,
615,CS2040S,Paranoid Quick Sort,"Process
> We force ourselves to find a suitable pivot, to avoid the n² case",26/01/2022,,
616,CS2040S,Three Way Partition,"Definition
> There is a third bin, for the elements that are equal to the pivot",26/01/2022,,
617,CS2040S,Dual Pivot Quick Sort,"Definition
> Partitioning step has two pivots

Properties
> Year :- 2009 Vladimir Yaroslavskiy",26/01/2022,,
618,CS2030S,Stack Heap Diagram,"Usage
> Understand what happens when we make method calls
> Contains TEXT, METASPACE, scalable HEAP, scalable STACK (at the bottom)

Topics
?> Stack__Stack_Heap_Diagram_
?> Heap__Stack_Heap_Diagram_
?> Meta_Space
?> Stack_Frame
?> Variable_Capture

Process
> Initialise with variables / stack frames{}, including the frame for main(){}
> Draw boxes for object instances and draw arrow to point from variable to object
> If there is a new method call, create a new stack frame on top of the stack, and point arrows wherever
> Once done with method, remove stack frame and clear all reference arrows
> Once done with main(), remove all object frames with nothing referencing it
> String[] args is important for main()
> No need to add constructor methods",27/01/2022,Important,486.0
619,CS2040S,Stack,"Definition
> First in last out

Process
> Initialise array
> Maintain pointer for top of stack

Types
?> Stack__Stack_Heap_Diagram_",27/01/2022,,
620,CS2040S,Queue,"Definition
> First in first out

Process
> Initialise array
> Maintain pointer for front and end of queue",27/01/2022,,
621,CS2030S,Stack (Stack Heap Diagram),"Definition
> Contains local variables & methods, stack frames{} for constructors / methods

Properties
> Frames can only point to the /Heap__Stack_Heap_Diagram_
> Variable names have no types, but rather types are based on what they point to
> Things on the stack are eventually deleted so better to save whatever parameters in the heap
> You can store local variables found in the function (int i)

Examples
> Block containing c1, c2, p",27/01/2022,,
622,CS2030S,Meta Space,"Definition
> Contains global variables
> Contains the method calls, constructors and class definitions
> Contains static fields of classes
> Created when the code compiles
> No need for variable capture for values in the metaspace

Examples
><JV Circle c1 = new Circle() JV>",27/01/2022,,
623,CS2030S,Stack Frame,"Definition
> Contains parameters (INCLUDING this, as a reference to self)
> Parameters will point to instances where a class method is used",27/01/2022,,
624,CS2030S,Heap (Stack Heap Diagram),"Definition
> Instances of objects

Properties
> Frames can point to each other
> Local classes need references to the class they are coming from (B.this points to B for local class A)

Examples
> Circle frame with center and radius",27/01/2022,,
625,CS2030S,Compile Time Type,"Definition
> Fixed as what the variable was defined as
> Compiler will tell you what will go wrong

Examples
><JV Circle c = new ColouredCircle(); JV> - gives Circle",27/01/2022,,
626,CS2030S,Run Time Type,"Definition
> Check what object the variable is pointing to
> No compiler can tell you there will be a mistake there

Examples
><JV Circle c = new ColouredCircle(); JV> - gives ColouredCircle",27/01/2022,,
627,ST2334,ST2334,"Topics
?> Probability
?> Sampling",29/01/2022,,
628,ST2334,Probability,"Topics
?> Basics_Of_Probability
?> Counting
?> Random_Variable",29/01/2022,,
629,ST2334,Basics Of Probability,"Topics
?> Sampling__P_
?> Event__P_
?> Axioms_Of_Probability",29/01/2022,,
630,ST2334,Axioms Of Probability,"Properties
> P(∅)=0
> If A₁ A₂ are /Mutually_Exclusive_Event ⟹ P can be summed up
> P(A')=1-P(A)
> P(A)=P(A⋂B)+P(A⋂B')
?> Inclusion_Exclusion_Principle
> A⊆B ⟹ P(A)≤P(B)
?> Multiplication_Rule_Of_Probability
?> Bayes_Theorem
?> Law_Of_Total_Probability",29/01/2022,,
631,ST2334,Counting,"Topics
?> Multiplication_Principle
?> Addition_Principle",29/01/2022,,
632,ST2334,Sampling (P),"Topics
?> Sample_Space
?> Sample_Point
?> Sampling_Distribution",29/01/2022,,
633,ST2334,Sample Space,"Definition
> The set of all possible outcomes of a statistical experiment
><MA S MA>",29/01/2022,,
634,ST2334,Sample Point,"Definition
> One possible outcome of a statistical experiment",29/01/2022,,
635,ST2334,Event (P),"Definition
> Subset of the /Sample_Space
> AKA Outcome

Topics
?> Relative_Frequency

Types
?> Simple_Event
?> Compound_Event
?> Sure_Event
?> Null_Event
?> Complement_Event
?> Mutually_Exclusive_Events
?> Exhaustive_Events
?> Independent_Events
?> Equivalent_Events",29/01/2022,,
636,ST2334,Independent Events,"Definition
> A and B independent ⟺ P(A⋂B)=P(A)P(B)
> Cannot be shown in Venn Diagram

Properties
> P(B|A)=P(B)
> CANNOT be /Mutually_Exclusive_Events
::A and B independent
> A and B' independent
> A' and B independent
> A' and B' independent

Types
?> Pairwise_Independent_Events
?> Mutually_Independent_Events",29/01/2022,,
637,ST2334,Pairwise Independent Events,"Definition
> A₁,A₂,...Aₙ pairwise independent ⟺ P(Aᵢ)P(Aⱼ)
> Mutually Independent ⟹ Pairwise Independent",29/01/2022,,
638,ST2334,Mutually Independent Events,"Definition
> A₁,A₂,...Aₙ mutually independent ⟺ any subset: P(A₁⋂A₂⋂...Aₙ)=P(A₁)...P(Aₙ)
> AKA independent",29/01/2022,,
639,ST2334,Mutually Exclusive Events,"Definition
> Events that cannot happen together

Usage
> Counting can use /Addition_Principle
> Probabilty can sum up

Properties
> P(A⋂B)=0
> CANNOT be /Independent_Events",29/01/2022,,
640,ST2334,Exhaustive Events,"Definition
> Events that make up the entire /Sample_Space",29/01/2022,,
641,ST2334,Partition (P),"Definition
> The sample space is split up into events, and nothing is left over

Topics
?> Exhaustive_Events
?> Mutually_Exclusive_Events",29/01/2022,,
642,ST2334,Simple Event,"Definition
> Event only has one /Sample_Point",29/01/2022,,
643,ST2334,Compound Event,"Definition
> Event has more than one /Sample_Point",29/01/2022,,
644,ST2334,Sure Event,"Definition
> Event space covers whole /Sample_Space",29/01/2022,,
645,ST2334,Null Event,"Definition
> Event space is empty",29/01/2022,,
646,ST2334,Complement Event,"Definition
> The opposite of an Event",29/01/2022,,
647,ST2334,Relative Frequency,"Definition
> Can be used to derive probability of an event

Usage
><MA Observed/Total MA>",29/01/2022,,
648,ST2334,Multiplication Principle,"Definition
> Procedures can be performed in succession
><MA n₁n₂ MA>

Types
?> Generalised_Multiplication_Principle",29/01/2022,,
649,ST2334,Generalised Multiplication Principle,"Definition
><MA n₁n₂n₃...nₖ MA>",29/01/2022,,
650,ST2334,Addition Principle,"Definition
> Procedures cannot be performed together
><MA n₁+n₂ MA>

Types
?> Generalised_Addition_Principle",29/01/2022,,
651,ST2334,Generalised Addition Principle,"Definition
><MA n₁n₂n₃...nₖ MA>",29/01/2022,,
652,ST2334,Multiplication Rule Of Probability,"Definition
><MA P(A ⋂ B ⋂ C) = P(A)P(B|A)P(C|A ⋂ B) MA>
><MA P(A₁ ⋂ A₂ ⋂ ... ⋂ Aₙ) = P(A₁)P(A₂|A₁)...P(Aₙ|A₁ ⋂ A₂ ⋂ ...) MA>",29/01/2022,,488.0
653,ST2334,Bayes Theorem,"Definition
> A₁,A₂,...Aₙ partition of S ⟹ <MA P(Aₖ|B)=P(Aₖ)P(B|Aₖ)/∑P(B⋂Aᵢ) MA>",29/01/2022,Important,
654,ST2334,Law Of Total Probability,"Definition
> A₁, A₂,...Aₙ is a partition of S ⟹ P(B)=∑(P(B⋂Aᵢ))
> Pizza, but you cut up an inner circle like a madman

Topics
?> Partition__P_",29/01/2022,,
655,ST2334,Random Variable,"Definition
> A variable that takes on a range of values

Topics
?> Functions__P_
?> Expectation
?> Random_Variable__2D_

Types
?> Discrete_Random_Variable
?> Continuous_Random_Variable",05/03/2022,,
656,ST2334,Discrete Random Variable,"Definition
> /Population is /Countably_Infinite",05/03/2022,,
657,ST2334,Continuous Random Variable,"Definition
> /Population is not /Countably_Infinite
> /Range_Space is an interval or collection of intervals",05/03/2022,,
658,ST2334,Functions (P),"Definition
> X(s) for an element in sample space

Topics
?> Range_Space

Types
?> Real_Valued_Function
?> Probability_Function",05/03/2022,,
659,ST2334,Probability Function,"Definition
> The function ƒ(x) that describes the probability distribution of a random variable
> Can be used to describe proportions in the populations
><MA ƒ(x)≥0 MA>

Topics
?> Probability_Distribution

Types
?> Probability_Mass_Function
?> Probability_Density_Function
?> Cumulative_Distribution_Function",05/03/2022,,
660,ST2334,Probability Distribution,"Definition
> Describes how the random variables are spread
> The set of points (x, ƒ(x)) describe the distribution

Types
?> Special_Probability_Distribution",05/03/2022,,
661,ST2334,Probability Mass Function,"Definition
> Possible values are discrete
> Probabilities are computed by summation
> P(X=x) = ƒ(x)
> ∑ƒ(x) = 1",05/03/2022,,
662,ST2334,Probability Density Function,"Definition
> Possible values are continuous
> Probabilities are computed by integrating
><MA P(x<X<x+𝛿x) = ƒ(x)𝛿x MA>
><MA ʃƒ(x)dx = 1 MA>

Properties
><MA P(X=x) = 0 MA>
> A=∅ ⟹ P(A)=0, but not the converse

Types
?> Legitimate_Probability_Density_Function
?> Normal_Distribution",05/03/2022,,
663,ST2334,Cumulative Distribution Function,"Definition
><MA Ƒ(x) = P(X≤x) MA>
><MA P(a≤x≤b)=Ƒ(b)-Ƒ(a) MA>
><MA ƒ(x)=d/dx(Ƒ(x)) MA> for /Probability_Mass_Function",05/03/2022,,
664,ST2334,Legitimate Probability Density Function,"Proof
::Prove that pdf is valid
> Just check ƒ(x)≥0 and ʃƒ(x)dx=1",05/03/2022,,
665,ST2334,Equivalent Events,"Definition
> Events that mean the same thing
> A = {s∈S|X(s)∈B} ⟹ P(A)=P(B)",05/03/2022,,
666,ST2334,Real Valued Function,"Definition
> Sample and range space are real",05/03/2022,,
667,CS2040S,Sorting RTC,"Types
?> Sorting_Best_RTC
?> Sorting_Average_RTC
?> Sorting_Worst_RTC",29/01/2022,Important,489.0
668,CS2040S,Insert RTC,Definition,29/01/2022,,
669,CS2040S,Delete RTC,Definition,29/01/2022,,
670,CS2040S,Search RTC,Definition,29/01/2022,,
671,CS2040S,Build RTC,Definition,29/01/2022,,
672,CS2040S,Sorting Best RTC,"Properties
> Selection :- n²
> Bubble :- n
> Insertion :- n
> Heap :- nlogn
> Quick :- nlogn
> Merge :- nlogn",29/01/2022,,
673,CS2040S,Sorting Average RTC,"Properties
> Selection :- n²
> Bubble :- n²
> Insertion :- n²
> Heap :- nlogn
> Quick :- nlogn
> Merge :- nlogn",29/01/2022,,
674,CS2040S,Sorting Worst RTC,"Properties
> Selection :- n²
> Bubble :- n²
> Insertion :- n²
> Heap :- nlogn
> Quick :- n²
> Merge :- nlogn",29/01/2022,,
675,CS2030S,Interface,"Definition
> Describe what a class can do & their behaviours
> Indicated with dotted arrow from class to interface
><MA Class <: Interface MA>

Properties
> Classes can implement multiple interfaces
> Can only be abstract

Examples <JV
interface I {}
class C implements I {}
JV>

Types
?> Pure_Interface
?> Impure_Interface
?> Wide_Interface
?> Narrow_Interface

Examples
?> Java_Comparable
?> Java_List",31/01/2022,,490.0
676,CS2040S,Wide Interface,"Properties
> No guarantee of efficiency
> Easy to use",07/03/2022,,
677,CS2040S,Narrow Interface,"Properties
> Limited functionality
> Enforces proper use
> Easy to understand",07/03/2022,,
678,CS2030S,Can Do Relationship,"Definition
> Indicates that one can do all the things mentioned in the other
> Represented by solid arrow",31/01/2022,,
679,CS2030S,Pure Interface,"Definition
> All methods are empty

Usage
> Commonly used",31/01/2022,,
680,CS2030S,Impure Interface,"Definition
> There is default implementation for methods

Usage
> Supports backwards compatibility",31/01/2022,,
681,CS2030S,Wrapper Class,"Defintion
> They create new instances instead of using the same value
> But useful for functions that use the class

Properties
> Java caches some commonly used values
> Integer[] <: Object[] but int[] !<: Object[] due to incompatible types

Examples
> Integer is the wrapper class of int",31/01/2022,,491.0
682,CS2030S,Auto Boxing,"Definition
> Converts primitive types to wrapper objects

Examples 
><JV Integer i = 4; JV>",31/01/2022,,492.0
683,CS2030S,Unboxing,"Definition
> Converts wrapper objects to primitive types

Examples
><JV int i = new Integer(4) JV>",31/01/2022,,
684,IS1103,IS1103,"Topics
> Was I supposed to learn something?",31/01/2022,,
685,GEA1000,GEA1000,"Topics
?> PPDAC",03/02/2022,,
686,GEA1000,PPDAC,"Definition
> Problem
> Plan
> Data
> Analysis
> Conclusion

Topics
?> Research_Question
?> Sampling
?> Exploratory_Data_Analysis
?> Variables
?> Study_Design
?> Statistical_Inference
?> Univariate_Analysis
?> Bivariate_Relationship",03/02/2022,,
687,GEA1000,Exploratory Data Analysis,"Definition
> Explore the data to come up with answers to questions",03/02/2022,,
688,GEA1000,Sampling,"Topics
?> Sampling_Frame
?> Sampling_Bias
?> Estimate
?> Population_Parameter
?> Random_Error

Types
?> Probability_Sampling
?> Non_Probability_Sampling",03/02/2022,,
689,GEA1000,Population,"Definition
> The group of people you want to know about",03/02/2022,,
690,GEA1000,Research Question,"Topics
?> Census
?> Population

Types
?> Estimation_Question
?> Test_Claim_Question
?> Comparison_Question",03/02/2022,,
691,GEA1000,Estimation Question,"Examples
> What is the average number",03/02/2022,,
692,GEA1000,Test Claim Question,"Examples
> Is the average number",03/02/2022,,
693,GEA1000,Comparison Question,"Examples
> Is A bigger than B",03/02/2022,,
694,GEA1000,Census,"Definition
> 100% accuracy, 100% response rate studies",03/02/2022,,494.0
695,GEA1000,Sampling Frame,"Definition
> Sampling frame will decide how generalisable the study is to the target population",03/02/2022,,495.0
696,GEA1000,Population Parameter,"Definition
> The statistic about the population that you want to know about, like average age etc",03/02/2022,,
697,GEA1000,Random Error,"Definition
> Despite having a perfect sample, sometimes random deviances happen and are out of control",03/02/2022,,
698,GEA1000,Sampling Bias,"Types
?> Selection_Bias
?> Non_Response_Bias",03/02/2022,,
699,GEA1000,Selection Bias,"Definition
> Researcher's problem

Examples
> Imperfect /Sampling_Frame
> Improper /Probability_Sampling",03/02/2022,,496.0
700,GEA1000,Non Response Bias,"Definition
> Participants' problem

Examples
> Disinterest
> Inconvenient
> Unwilling",03/02/2022,,
701,GEA1000,Probability Sampling,"Definition
> Everyone has a chance of participating

Benefits
+ Mitigates /Selection_Bias

Types
?> Simple_Random_Sampling
?> Systematic_Sampling
?> Stratified_Sampling
?> Cluster_Sampling",03/02/2022,,497.0
702,GEA1000,Non Probability Sampling,"Definition
> Humans choose the participants

Types
?> Convenience_Sampling
?> Volunteer_Sampling",03/02/2022,,
703,GEA1000,Convenience Sampling,"Definition
> Study the most convenient people

Benefits
+ Very easy

Disadvantages
- Subject to /Selection_Bias and /Non_Response_Bias

Examples
> Mall survey",03/02/2022,,
704,GEA1000,Volunteer Sampling,"Definition
> Participants choose themselves

Benefits
+ Easy and mitigates /Non_Response_Bias

Disadvantages
- Attracts an unrepresentative group of people

Examples
> Optional surveys",03/02/2022,,
705,GEA1000,Simple Random Sampling,"Definition
> Random number generator
?> Uniform_Probability

Benefits
+ Good representation of population

Disadvantages
- Subject to /Non_Response_Bias",03/02/2022,,
706,GEA1000,Uniform Probability,"Definition
> Every outcome has the same probability 1/n",03/02/2022,,
707,GEA1000,Systematic Sampling,"Definition
> Apply a pattern for selecting

Benefits
+ Simpler selection process

Disadvantages
- Subject to /Selection_Bias if wrong pattern",03/02/2022,,
708,GEA1000,Stratified Sampling,"Definition
> Break down population into strata
> Conduct /Simple_Random_Sampling on each strata
> Do weighted calculations to find population

Benefits
+ Can get representative sample from each stratum

Disadvantages
- Need information about sampling frame and stratum",03/02/2022,,
709,GEA1000,Cluster Sampling,"Definition
> Break down population into clusters
> Randomly sample a fixed number of clusters
> Include all obsetvations

Benefits
+ Less tedious

Disadvantages
- High variability due to dissimilar clusters

Examples
> Mental wellbeing study in separate schools",03/02/2022,,
710,GEA1000,Estimate,"Definition
> Estimate = /Population_Parameter + /Sampling_Bias + /Random_Error
> AKA Sample Statistic

Types
?> Good_Estimate",03/02/2022,Important,498.0
711,GEA1000,Good Estimate,"Properties
> Sampling frame
> Probability sampling
> Large enough
> High response rate",03/02/2022,,499.0
712,GEA1000,Variables,"Types
?> Categorical_Data
?> Numerical_Data
?> Independent_Variable
?> Dependent_Variable",03/02/2022,,500.0
713,GEA1000,Univariate Analysis,"Topics
?> Shape_Of_Data
?> Outlier
?> Summary_Statistics",10/03/2022,,
714,GEA1000,Summary Statistics,"Definition
> Independent of the actual distribution of the variable

Types
?> Standard_Deviation
?> Coefficient_Of_Variation
?> Interquartile_Range
?> Five_Number_Summary",03/02/2022,,
715,GEA1000,Shape Of Data,"Definition
> Used to get a rough idea of the distribution within the group

Topics
?> Statistical_Skew
?> Data_Peak
?> Histogram",10/03/2022,,
716,GEA1000,Histogram,"Usage
> Give a better understanding of the distribution of the data",10/03/2022,,
717,GEA1000,Data Peak,"Definition
> ",10/03/2022,,
718,GEA1000,Statistical Skew,"Types
?> Left_Skewed_Data
?> Right_Skewed_Data
?> Symmetric_Data

Definition
> A high degree of skew will cause the mean to shoot up
> As such, it is more common to use median to represent the data if the data is very skewed
> Skewness ≠ outliers",03/02/2022,Important,
719,GEA1000,Symmetric Data,"Definition
> No skew",10/03/2022,,
720,GEA1000,Left Skewed Data,"Definition
> Most of the bulk is on the right

Properties
> Mode < Median < Mean",03/02/2022,,
721,GEA1000,Right Skewed Data,"Definition
> Most of the bulk is on the left

Properties
> Mode > Median > Mean",03/02/2022,,
722,GEA1000,Box Plot,"Definition
> Used to represent the /Five_Number_Summary",10/03/2022,,
723,GEA1000,Five Number Summary,"Types
?> Minimum_Data
?> Median_Data
?> Maximum_Data
?> Q1_Data
?> Q3_Data

Topics
?> Box_Plot
?> Robust_Statistics",03/02/2022,,
724,GEA1000,Robust Statistics,"Definition
> Statistics that are unaffected by outliers",03/02/2022,,
725,GEA1000,Standard Deviation,"Properties
><MA SD ≈ Range/4 ≈ IQR*0.75 MA>
> SD changes when data is multiplied",03/02/2022,,
726,GEA1000,Interquartile Range,"Definition
><MA Q3-Q1 MA>",03/02/2022,,
727,GEA1000,Minimum Data,"Definition
> Minimum ",03/02/2022,,
728,GEA1000,Maximum Data,"Definition
> Maximum",03/02/2022,,
729,GEA1000,Median Data,"Definition
> Median

Properties
> Unaffected by outliers",03/02/2022,,
730,GEA1000,Q1 Data,"Definition
> 25 Percentile",03/02/2022,,
731,GEA1000,Q3 Data,"Definition
> 75 Percentile",03/02/2022,,
732,GEA1000,Outlier,"Definition
><MA x < Q1-1.5IQR MA>
><MA x > Q3+1.5IQR MA>

Properties
> Can mess up mean & standard deviation",03/02/2022,Important,
733,GEA1000,Coefficient Of Variation,"Definition
><MA SD / Mean MA>",03/02/2022,,
734,GEA1000,Independent Variable,"Definition
> Researcher control",03/02/2022,,
735,GEA1000,Dependent Variable,"Definition
> Researcher wants to know",03/02/2022,,
736,GEA1000,Categorical Data,"Types
?> Nominal_Data
?> Ordinal_Data",03/02/2022,,
737,GEA1000,Numerical Data,"Definition
> Arithmetic operations make sense

Types
?> Discrete_Data
?> Continuous_Data",03/02/2022,,
738,GEA1000,Nominal Data,"Definition
> Data is in unordered groups

Examples
> Country",03/02/2022,,
739,GEA1000,Ordinal Data,"Definition
> Data is in ordered groups

Examples
> Education level",03/02/2022,,
740,GEA1000,Discrete Data,"Definition
> Finite possibilities for data",03/02/2022,,
741,GEA1000,Continuous Data,"Definition
> Infinite possibilities for data",03/02/2022,,
742,GEA1000,Study Design,"Topics
?> Controlled_Experiment
?> Observational_Study",03/02/2022,,
743,GEA1000,Treatment Group,"Usage
> Changes the independent variable to attempt to give change to the dependent variable",03/02/2022,,
744,GEA1000,Control Group,"Usage
> Provide a baseline for comparing data",03/02/2022,,
745,GEA1000,Controlled Experiment,"Types
?> Single_Blinded_Experiment
?> Double_Blinded_Experiment

Topics
?> Treatment_Group
?> Control_Group

Definition
> Intentionally manipulates one variable to cause an effect on another variable

Usage
> Try to aim for randomisation, and or blinding
> Choose participants / assessors

Disadvantages
- Unethical for a lot of studies",03/02/2022,,501.0
746,GEA1000,Single Blinded Experiment,"Definition
> Participants or evaluators don't know which group they are in",03/02/2022,,
747,GEA1000,Double Blinded Experiment,"Definition
> Participants and evaluators don't know which group they are in
> Best method of carrying out comparison studies",03/02/2022,,
748,GEA1000,Observational Study,"Disadvantages
- Leave so much to the participant that there can be no study to be made
- Allocation not random
- Creates confounders
- Cannot prove causation",03/02/2022,,502.0
749,GEA1000,Radiant,"Link
> https://vnijs.shinyapps.io/radiant/?SSUID=f4572720b1",03/02/2022,,503.0
750,CS2040S,Sort Queue,"Process
::Sort a queue
> Pop first element
> Create two queues for bigger and smaller
> Merge two queues",05/02/2022,,504.0
751,CS2030S,Exception Handling,"Usage
> Used to handle specific cases

Topics
?> Throwable",07/02/2022,,
752,CS2030S,Throwable,"Definition
> Things that can be thrown by the compiler

Types
?> Compile_Error
?> Exception",07/02/2022,,
753,CS2030S,Compile Error,"Definition
> Syntax mistakes that are made by the programmer",07/02/2022,,
754,CS2030S,Exception,"Types
?> Checked_Exception
?> Unchecked_Exception

Usage
> Passes an exception if a method fails, can be handled elsewhere
> Checks the nearest try block and evaluate the catch there
> Always runs the finally block

Disadvantages
- Shouldn't use for decision-making and control-flow

Code <JV
import java.lang.ExceptionName
JV>

Examples <JV
public Constructor() throws E1,E2 {
  throw new ExceptionName();
}

try {} catch(e) {} finally {}
JV>",07/02/2022,Simportant,505.0
755,CS2030S,Checked Exception,"Definition
> Programmer has no control
> User might give an incompatible type or do something unexpected",07/02/2022,,
756,CS2030S,Unchecked Exception,"Definition
> Happens during /Run_Time
> Programmer error
> DON'T NEED TO THROW ANYTHING, SINCE COMPILER WON'T KNOW

Types
> NullPointerException
> FileNotFoundException
> IllegalArgumentException",07/02/2022,Important,
757,CS2030S,Generics,"Usage
> Systematically create specific classes for many occasions

Properties
> Cannot mix with array :- Pair<String, Integer>[2] can't work as it will convert it into Object, and it is not type safe

Topics
?> Generic_Type
?> Generic_Method
?> Type_Erasure
?> Wildcard__Generics_
?> Java_Equals__Generics_
?> Type_Inference__Generics_
?> Generics_Validity",07/02/2022,,
758,CS2030S,Generics Validity,"Examples
?> Valid_Generics
?> Invalid_Generics

Process
> Wildcard on left ⟹ Diamond / Concrete on right
> Raw on left ⟹ Anything on right
> Concrete on left ⟹ Diamond or exact same on right
> Diamond on left ⟹ False",27/02/2022,,
759,CS2030S,Valid Generics,"Examples
><JV Pair p = new Pair(2,3) JV>
><JV Pair<Integer,Integer> p = new Pair<>(2,3) JV>
><JV Pair p = new Pair<Integer,Integer>(2,3) JV>
><JV Pair p = new Pair<>(2,3) JV>
><JV List<?> L = new List<String>() JV>
><JV Pair<?,?> p = new Pair<Integer,Integer>() JV>",07/02/2022,,
760,CS2030S,Invalid Generics,"Examples
><JV Pair<> p = new Pair<>(2,3) JV>
><JV Pair<Integer,Integer> p = new Pair<?,?>() JV>
><JV List<?> L = new List<?>() JV>",07/02/2022,,
761,CS2030S,Type Inference,"Definition
> Compiler will choose the most specific form of the object possible that satisfies all its use cases

Types
?> Type_Inference__Generics_",07/02/2022,,
762,CS2030S,Type Inference (Generics),"Definition
> Compiler will list out all possible types for the type parameter T, based on the bounds provided
> Inference can only happen in the rightwards direction",07/02/2022,,
